Institution,Pays,Ville,Description,Programme,Niveau,Duree,Cout,Cout Note,Langue,Filiere
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Paris - M2 - Marketing du Sport & Expérience Client — Paris,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Paris (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Paris - M2 - Marketing, Communication & Stratégie de Marque — Paris",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Paris (Alternance) — Démarrage 01/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Paris - M2 - Risk Management, Contrôle & Compliance — Paris",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Paris (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Paris - M2 - Start-Up & Transformation Digitale — Paris,MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Paris (Alternance) — Démarrage 22/03/2027",Français,Informatique & IA
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,IMSc - Toulouse - M2 - Audit & Contrôle de Gestion — Toulouse,MSc,1 an (M2),14 690 € – 15 425 €/an,"Comptant 14 690 € | Échelonné 15 425 € — Rentrée décalée 2027, Toulouse (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Toulouse - M2 - Management, Conseil & Stratégie — Toulouse",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Toulouse (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
INSEEC — Rentrée décalée 2027,France,Bordeaux · Chambéry · Lyon · Paris · Beaune · Marseille · Rennes · Toulouse,INSEEC Grande École — programmes de rentrée décalée 2027 (février-mars 2027).,"IMSc - Toulouse - M2 - Marketing, Communication & Stratégie de Marque — Toulouse",MSc,1 an (M2),14 150 € – 14 858 €/an,"Comptant 14 150 € | Échelonné 14 858 € — Rentrée décalée 2027, Toulouse (Alternance) — Démarrage 22/03/2027",Français,Commerce & Management
ICN Business School,France,Paris La Défense · Berlin,"Grande école de management triple accréditation (AACSB, EQUIS, AMBA).",International BBA — Paris,Bachelor,4 ans,9 900 €/an,,Bilingue EN/FR,Commerce & Management
ICN Business School,France,Paris La Défense · Berlin,"Grande école de management triple accréditation (AACSB, EQUIS, AMBA).",International BBA — Berlin,Bachelor,4 ans,9 900 €/an,,Anglais,Commerce & Management
ICN Business School,France,Paris La Défense · Berlin,"Grande école de management triple accréditation (AACSB, EQUIS, AMBA).",Bachelor in Management,Bachelor,3 ans,9 200 €/an,,FR/EN,Commerce & Management
ICN Business School,France,Paris La Défense · Berlin,"Grande école de management triple accréditation (AACSB, EQUIS, AMBA).",Bachelor Tech & Innovation Management,Bachelor,3 ans,8 000 €/an,,FR/EN,Commerce & Management
ICN Business School,France,Paris La Défense · Berlin,"Grande école de management triple accréditation (AACSB, EQUIS, AMBA).",Master in Management (Grande École),Master,2 ans,14 500 €/an,,FR/EN,Commerce & Management
ICN Business School,France,Paris La Défense · Berlin,"Grande école de management triple accréditation (AACSB, EQUIS, AMBA).",MSc International Management MIEX,Master,2 ans,10 000 €/an,,Anglais,Commerce & Management
ICN Business School,France,Paris La Défense · Berlin,"Grande école de management triple accréditation (AACSB, EQUIS, AMBA).",MSc (DESSMI),Master,2 ans,9 500 €/an,,EN/FR,Commerce & Management
ICN Business School,France,Paris La Défense · Berlin,"Grande école de management triple accréditation (AACSB, EQUIS, AMBA).",PhD,Doctorat,Variable,9 000 €/an,,EN/FR,Commerce & Management
ICN Business School,France,Paris La Défense · Berlin,"Grande école de management triple accréditation (AACSB, EQUIS, AMBA).",DBA,DBA,Variable,30 000 € (programme),,EN/FR,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",BA in International Relations and Diplomacy,Bachelor,4 ans,15 420 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",BS in International Business,Bachelor,4 ans,15 420 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",BS in International Hospitality and Tourism Management,Bachelor,4 ans,15 420 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",BS in International Marketing,Bachelor,4 ans,15 420 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",BS in Computer Science,Bachelor,4 ans,15 420 €/an,,Anglais,Informatique & IA
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",BS in Applied Mathematics and Artificial Intelligence,Bachelor,4 ans,15 420 €/an,,Anglais,Informatique & IA
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",BS in Business Analytics,Bachelor,4 ans,15 420 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",MA in International Relations and Diplomacy,Master,2 ans,16 560 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",MS in Digital Marketing and E-commerce,Master,2 ans,16 560 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",MS in Global Finance,Master,2 ans,16 560 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",MS in Sustainability Management,Master,2 ans,16 500 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",MS in Data Science,Master,2 ans,16 500 €/an,,Anglais,Informatique & IA
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",MBA,MBA,2 ans,16 560 €/an,,Anglais,Commerce & Management
Schiller International University — Europe,Espagne,Madrid · Paris · Heidelberg,"Université américaine accréditée, campus européens, programmes 100 % anglais.",MBA in International Business,MBA,2 ans,20 700 €/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,BA in International Relations and Diplomacy,Bachelor,4 ans,17 610 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,BS in International Business,Bachelor,4 ans,17 610 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,BS in International Hospitality and Tourism Management,Bachelor,4 ans,17 610 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,BS in International Marketing,Bachelor,4 ans,17 610 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,BS in Computer Science,Bachelor,4 ans,17 610 USD/an,,Anglais,Informatique & IA
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,BS in Applied Mathematics and Artificial Intelligence,Bachelor,4 ans,17 610 USD/an,,Anglais,Informatique & IA
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,BS in Business Analytics,Bachelor,4 ans,17 610 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,MA in International Relations and Diplomacy,Master,2 ans,19 620 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,MS in Digital Marketing and E-commerce,Master,2 ans,19 620 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,MS in Global Finance,Master,2 ans,19 620 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,MS in Sustainability Management,Master,2 ans,19 410 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,MS in Data Science,Master,2 ans,19 410 USD/an,,Anglais,Informatique & IA
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,MBA,MBA,2 ans,19 620 USD/an,,Anglais,Commerce & Management
Schiller International University — Tampa,USA,"Tampa, Floride",Campus américain Schiller — programmes Bachelor et MBA en anglais.,MBA in International Business,MBA,2 ans,24 525 USD/an,,Anglais,Commerce & Management
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.","Comptabilité, Contrôle et Audit",Licence,3 ans,40 000 MAD/an,,Français,Commerce & Management
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Marketing Digital & Développement Commercial,Licence,3 ans,40 000 MAD/an,,Français,Commerce & Management
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.","Logistique, Transport et Commerce International",Licence,3 ans,40 000 MAD/an,,Français,Commerce & Management
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Gestion des Ressources Humaines,Licence,3 ans,40 000 MAD/an,,Français,Commerce & Management
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Développement Multimédia et Animation 3D,Licence,3 ans,40 000 MAD/an,,Français,Informatique & IA
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Blockchain et Cryptographie,Licence,3 ans,40 000 MAD/an,,Français,Informatique & IA
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Développement Web et Mobile,Licence,3 ans,40 000 MAD/an,,Français,Informatique & IA
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",IoT et Systèmes Intelligents,Licence,3 ans,40 000 MAD/an,,Français,Informatique & IA
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Classes préparatoires intégrées,Prépa,2 ans,40 000 MAD/an,,Français,Ingénierie & Sciences
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Ingénierie Informatique,Ingénieur,5 ans,45 000 MAD/an,,Français,Informatique & IA
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Ingénierie Data Science et Biotech,Ingénieur,5 ans,45 000 MAD/an,,Français,Informatique & IA
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Master en Gestion Opérationnelle et Stratégies des Entreprises,Master,2 ans,45 000 MAD/an,,Français,Commerce & Management
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.","Master en Qualité, Hygiène, Sécurité, Environnement",Master,2 ans,45 000 MAD/an,,Français,Commerce & Management
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.","Master en Comptabilité, Contrôle et Audit",Master,2 ans,45 000 MAD/an,,Français,Commerce & Management
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Master en IoT et Data Science,Master,2 ans,45 000 MAD/an,,Français,Informatique & IA
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Master Fintech and Risk Management,Master,2 ans,45 000 MAD/an,,Français,Commerce & Management
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.","Master Développement Logiciel, Mobile et IoT",Master,2 ans,45 000 MAD/an,,Français,Informatique & IA
ISMAGI,Maroc,Rabat,"Institut Supérieur de Management et d'Administration des Affaires — Licences, Masters et Ingénieur.",Master Digital Marketing and Communication,Master,2 ans,45 000 MAD/an,,Français,Commerce & Management
ESA Casablanca (IGENSIA Education),Maroc,Casablanca,École de management IGENSIA — Bachelor Management et Finance.,Bac+3 Gestion des entreprises — Option Management,Bachelor,3 ans,5 500 €/an (B1),,Français,Commerce & Management
ESA Casablanca (IGENSIA Education),Maroc,Casablanca,École de management IGENSIA — Bachelor Management et Finance.,Bac+3 Gestion des entreprises — Option Finance,Bachelor,3 ans,5 500 €/an (B1),,Français,Commerce & Management
Bahçeşehir University (BAU) Istanbul,Turquie,Istanbul,Université privée turque — catalogue phare en anglais.,Business Administration,Bachelor,4 ans,8 500 USD/an,,Anglais,Commerce & Management
Bahçeşehir University (BAU) Istanbul,Turquie,Istanbul,Université privée turque — catalogue phare en anglais.,International Trade and Business,Bachelor,4 ans,8 500 USD/an,,Anglais,Commerce & Management
Bahçeşehir University (BAU) Istanbul,Turquie,Istanbul,Université privée turque — catalogue phare en anglais.,International Finance,Bachelor,4 ans,8 500 USD/an,,Anglais,Commerce & Management
Bahçeşehir University (BAU) Istanbul,Turquie,Istanbul,Université privée turque — catalogue phare en anglais.,Computer Engineering,Bachelor,4 ans,9 000 USD/an,,Anglais,Informatique & IA
Bahçeşehir University (BAU) Istanbul,Turquie,Istanbul,Université privée turque — catalogue phare en anglais.,Software Engineering,Bachelor,4 ans,9 000 USD/an,,Anglais,Informatique & IA
Bahçeşehir University (BAU) Istanbul,Turquie,Istanbul,Université privée turque — catalogue phare en anglais.,Artificial Intelligence Engineering,Bachelor,4 ans,12 000 USD/an,,Anglais,Informatique & IA
Bahçeşehir University (BAU) Istanbul,Turquie,Istanbul,Université privée turque — catalogue phare en anglais.,Medicine,Bachelor,6 ans,28 000 USD/an,,Anglais,Santé & Sciences de la Vie
Bahçeşehir University (BAU) Istanbul,Turquie,Istanbul,Université privée turque — catalogue phare en anglais.,Architecture,Bachelor,4 ans,8 500 USD/an,,Anglais,Architecture & BTP
Bahçeşehir University (BAU) Istanbul,Turquie,Istanbul,Université privée turque — catalogue phare en anglais.,Textile and Fashion Design,Bachelor,4 ans,8 500 USD/an,,Anglais,"Design, Médias & Communication"
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",International Diploma in Business,Diploma Level 2,1 an,25 000 AED/an,,Anglais,Commerce & Management
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",International Extended Diploma in Business,Diploma Level 3,1 an,40 000 AED/an,,Anglais,Commerce & Management
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",International Extended Diploma in IT,Diploma Level 3,1 an,40 000 AED/an,,Anglais,Informatique & IA
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",HND International in Business,HND Level 5,2 ans,40 000 AED/an,,Anglais,Commerce & Management
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",HND in Digital Technologies (Cyber Security),HND Level 5,2 ans,40 000 AED/an,,Anglais,Informatique & IA
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",HND in Digital Technologies (Artificial Intelligence),HND Level 5,2 ans,40 000 AED/an,,Anglais,Informatique & IA
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",HND in Healthcare Practices (Healthcare Management),HND Level 5,2 ans,40 000 AED/an,,Anglais,Commerce & Management
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",HND in Construction Management,HND Level 5,2 ans,40 000 AED/an,,Anglais,Commerce & Management
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",ACCA (Association of Chartered Certified Accountants),Professional,Variable,8 000 - 18 500 AED,,Anglais,Commerce & Management
GBS Dubai,EAU (Dubaï),Dubaï,"Global Banking School — diplômes professionnels et HND, 4 rentrées/an.",Global Investment Banking Analyst Programme,Certificate,4 semaines,10 000 AED (programme),,Anglais,Commerce & Management
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,Bachelor Computer Science (100% Anglais),Bachelor,3 ans,8 850 €/an,Comptant 8 850 € | Échelonné 9 293 € — Paris uniquement,Anglais,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,Bachelor Développeur en Intelligence Artificielle,Bachelor,3 ans,8 850 €/an,"Comptant 8 850 € | Échelonné 9 293 € — Paris, Bordeaux, Lyon",Français,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,Bachelor Cybersécurité et Réseaux,Bachelor,3 ans,8 850 €/an,Comptant 8 850 € | Échelonné 9 293 € — Paris uniquement,Français,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,Bachelor Développeur d'Applications,Bachelor,3 ans,8 850 €/an,Comptant 8 850 € | Échelonné 9 293 € — Paris uniquement,Français,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,Programme Grande École Ingénieur (PGE),PGE,5 ans,12 690 – 13 325 €/an,"Comptant 12 690 € | Échelonné 13 325 € — Paris, Bordeaux, Lyon, Marseille, Rennes",Bilingue FR/EN,Ingénierie & Sciences
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Data & AI,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Bilingue FR/EN,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Cybersécurité,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Bilingue FR/EN,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Embedded Systems / Systèmes Embarqués,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Bilingue FR/EN,Ingénierie & Sciences
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Transition énergétique,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Français,Ingénierie & Sciences
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Environnement et durabilité,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Français,Ingénierie & Sciences
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Défense & Technologie,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Français,Ingénierie & Sciences
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Finance Corporate,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Français,Commerce & Management
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Finance de Marché,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Français,Commerce & Management
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Fintech et macroéconomie,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Français,Commerce & Management
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Santé & Technologie,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Français,Santé & Sciences de la Vie
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Véhicules Connectés Autonomes,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an,Français,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Système aéronautique et spatial,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an — Bordeaux,Français,Ingénierie & Sciences
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,PGE ING4 Spécialisation: Systèmes d'Energie Nucléaire,PGE,2 ans,12 690 – 13 325 €/an,Comptant · Échelonné: 13 325 €/an — Lyon (50% EN/50% FR),Bilingue FR/EN,Ingénierie & Sciences
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,MSc AI for Business Transformation,MSc,2 ans,12 990 €/an,Comptant 12 990 € | Échelonné 13 640 €,Anglais,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,MSc Artificial Intelligence (EN & FR),MSc,2 ans,12 990 €/an,Comptant 12 990 € | Échelonné 13 640 €,Bilingue FR/EN,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,MSc Cybersecurity Manager (Manager de la Cybersécurité),MSc,2 ans,12 990 €/an,Comptant 12 990 € | Échelonné 13 640 €,Bilingue FR/EN,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,MSc Data Management,MSc,2 ans,12 990 €/an,Comptant 12 990 € | Échelonné 13 640 €,Bilingue FR/EN,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,MSc Embedded AI & Edge Intelligence,MSc,2 ans,12 990 €/an,Comptant 12 990 € | Échelonné 13 640 €,Anglais,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,MSc Information Systems & Digital Sovereignty,MSc,2 ans,12 990 €/an,Comptant 12 990 € | Échelonné 13 640 €,Anglais,Informatique & IA
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,MSc Sustainable Energy Futures,MSc,2 ans,12 990 €/an,Comptant 12 990 € | Échelonné 13 640 €,Anglais,Ingénierie & Sciences
ECE,France,Paris · Bordeaux · Lyon · Marseille · Rennes,École d'ingénieurs généraliste — réseau OMNES Education.,MSc Technology Management and International Entrepreneurship,MSc,2 ans,12 990 €/an,Comptant 12 990 € | Échelonné 13 640 €,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,Bachelor International Business (100% Anglais),Bachelor,3 ans,9 690 €/an,Comptant 9 690 € | Échelonné 10 175 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,Bachelor Tronc Commun,Bachelor,3 ans,9 690 €/an,Comptant 9 690 € | Échelonné 10 175 € — Paris,Français,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,Bachelor B3 International Business (100% Anglais),Bachelor,1 an,9 690 €/an,Comptant 9 690 € | Échelonné 10 175 € — Paris,Anglais,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,Bachelor B3 Management des Organisations,Bachelor,1 an,7 690 €/an,Comptant 7 690 € | Échelonné 8 075 € — Paris,Français,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,Bachelor B3 Corporate Finance (Bilingue),Bachelor,1 an,9 690 €/an,Comptant 9 690 € | Échelonné 10 175 € — Paris,Bilingue FR/EN,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,Programme Grande École (PGE),PGE,5 ans,12 890 – 13 535 €/an,Comptant 12 890 € | Échelonné 13 535 € — Paris & Lyon,Bilingue FR/EN,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE Track: International Business (EN & FR),PGE,5 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Bilingue FR/EN,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE Track: Sciences politiques internationales,PGE,5 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Français,Commerce & Management
ESCE International Business School,France,Paris · Lyon,École de commerce international — réseau OMNES Education.,PGE Track: Management international IA et Data,PGE,5 ans,12 890 – 13 535 €/an,Comptant · Échelonné: 13 535 €/an,Bilingue FR/EN,Informatique & IA
